,name,name_type,cas,source,smiles,y_true,pka_acid_1,pka_acid_2,pka_acid_3,pka_acid_4,pka_base_1,pka_base_2,pka_base_3,pka_base_4,α_acid_0,α_acid_1,α_acid_2,α_acid_3,α_acid_4,α_base_0,α_base_1,α_base_2,α_base_3,α_base_4
979,prop-2-en-1-yl 2-(cyclohexyloxy)acetate,IUPAC Name,68901-15-5,ClassDataset_original,C=CCOC(=O)COC1CCCCC1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
980,"2,5,8,10-Tetraoxatridec-12-enoic acid, 9-oxo-, 2-propen-1-yl ester",IUPAC Name,142-22-3,ClassDataset_original,C=CCOC(=O)OCCOCCOC(=O)OCC=C,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
981,"1-[2-(allyloxy)ethyl-2-(2,4-dichlorophenyl)-1H-imidazolium hydrogen sulphate",,58594-72-2,ClassDataset_original,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl.O=S(=O)(O)O,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,6.7,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,1.0495188603641568e-23,2.636272184962133e-16,6.622016331172522e-09,0.1663375297150717,0.8336624636629117
982,"1,2-benzisothiazole, 3-(2-propen-1-yloxy)-, 1,1-dioxide",IUPAC Name,27605-76-1,ClassDataset_original,C=CCOC1=NS(=O)(=O)c2ccccc21,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
983,"tris(prop-2-en-1-yloxy)-1,3,5-triazine",IUPAC Name,101-37-1,ClassDataset_original,C=CCOc1nc(OCC=C)nc(OCC=C)n1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
984,"1,2-Propanediol, 3-(2-propen-1-yloxy)-",IUPAC Name,123-34-2,ClassDataset_original,C=CCOCC(O)CO,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
985,1-(allyloxy)-3-butoxypropan-2-ol,,53146-45-5,ClassDataset_original,C=CCOCC(O)COCCCC,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
986,sodium 2-hydroxy-3-(prop-2-en-1-yloxy)propane-1-sulfonate,IUPAC Name,52556-42-0,ClassDataset_original,C=CCOCC(O)CS(=O)(=O)[O-].[Na+],0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
987,2-[(prop-2-en-1-yloxy)methyl]oxirane,IUPAC Name,106-92-3,ClassDataset_original,C=CCOCC1CO1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
988,"1-ethenyl-3-methyl-2,3-dihydro-1H-imidazol-1-ium chloride",IUPAC Name,13474-25-4,ClassDataset_original,C=Cn1cc[n+](C)c1.[Cl-],0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
989,N-ethenylformamide,IUPAC Name,13162-05-5,ClassDataset_original,C=CNC=O,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
990,methoxyethene,IUPAC Name,107-25-5,ClassDataset_original,C=COC,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
991,ethenyl benzoate,IUPAC Name,769-78-8,ClassDataset_original,C=COC(=O)c1ccccc1,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
992,"Propanoic acid, ethenyl ester",IUPAC Name,105-38-4,ClassDataset_original,C=COC(=O)CC,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
993,ethenyl hexanoate,IUPAC Name,3050-69-9,ClassDataset_original,C=COC(=O)CCCCC,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
994,"ethenyl 2,2-dimethyloctanoate",IUPAC Name,51000-52-3,ClassDataset_original,C=COC(=O)CCCCCC(C)(C)C,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
995,vinyl laurate,IUPAC Name,2146-71-6,ClassDataset_original,C=COC(=O)CCCCCCCCCCC,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
996,(ethenyloxy)cyclohexane,IUPAC Name,2182-55-0,ClassDataset_original,C=COC1CCCCC1,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
997,ethoxyethene,IUPAC Name,109-92-2,ClassDataset_original,C=COCC,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
998,2-methyl-1-(vinyloxy)propane,IUPAC Name,109-53-5,ClassDataset_original,C=COCC(C)C,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
999,3-[(ethenyloxy)methyl]heptane,IUPAC Name,103-44-6,ClassDataset_original,C=COCC(CC)CCCC,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1000,1-(ethenyloxy)butane,IUPAC Name,111-34-2,ClassDataset_original,C=COCCCC,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1001,3-(vinyloxy)propan-1-amine,IUPAC Name,66415-55-2,ClassDataset_original,C=COCCCN,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,10.1,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,6.297009009340051e-23,1.5817371489654914e-15,3.9731440827010804e-08,0.998008671176946,0.0019912890916115
1002,{2-[2-(ethenyloxy)ethoxy]ethoxy}ethene,IUPAC Name,764-99-8,ClassDataset_original,C=COCCOCCOC=C,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1003,"3,6,9,12-tetraoxatetradeca-1,13-diene",,765-12-8,ClassDataset_original,C=COCCOCCOCCOC=C,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1004,"trisodium 3-[(E)-2-(4-{[4-chloro-6-({2-[(4-{[4-(ethenesulfonyl)phenyl]amino}-6-fluoro-1,3,5-triazin-2-yl)amino]propyl}amino)-1,3,5-triazin-2-yl]amino}-5-sulfonaphthalen-1-yl)diazen-1-yl]naphthalene-1,5-disulfonate",IUPAC Name,883895-38-3,ClassDataset_original,C=CS(=O)(=O)c1ccc(Nc2nc(F)nc(NC(C)CNc3nc(Cl)nc(Nc4ccc(/N=N/c5cc(S(=O)(=O)[O-])c6cccc(S(=O)(=O)[O-])c6c5)c5cccc(S(=O)(=O)[O-])c45)n3)n2)cc1.[Na+].[Na+].[Na+],0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1005,(ethenesulfonyl)methanesulfonylethene,IUPAC Name,3278-22-6,ClassDataset_original,C=CS(=O)(=O)CS(=O)(=O)C=C,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1006,N-phenylaniline; formaldehyde; propan-2-one,IUPAC Name,9003-80-9,ClassDataset_original,C=O.CC(C)=O.c1ccc(Nc2ccccc2)cc1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1007,2-(2-{[2-(oxiran-2-ylmethoxy)phenyl]methyl}phenoxymethyl)oxirane; 2-(2-{[4-(oxiran-2-ylmethoxy)phenyl]methyl}phenoxymethyl)oxirane; 2-(4-{[4-(oxiran-2-ylmethoxy)phenyl]methyl}phenoxymethyl)oxirane,IUPAC Name,9003-36-5,ClassDataset_original,C=O.ClCC1CO1.Oc1ccccc1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1008,"cyclododeca-1,5,9-triene",IUPAC Name,4904-61-4,ClassDataset_original,C1=C\CC/C=C/CC/C=C\CC/1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1009,"(1Z,5Z)-cycloocta-1,5-diene",IUPAC Name,111-78-4,ClassDataset_original,C1=C\CC/C=C\CC/1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1010,cyclooctene,IUPAC Name,931-87-3,ClassDataset_original,C1=C\CCCCCC/1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1011,"N-phenyl-4-[[4-(phenylamino)phenyl][4-(phenylimino)cyclohexa-2,5-dien-1-ylidene]methyl]aniline monohydrochloride",,2152-64-9,ClassDataset_original,C1=CC(=C(c2ccc(Nc3ccccc3)cc2)c2ccc(Nc3ccccc3)cc2)C=CC1=Nc1ccccc1.[Cl-].[H+],0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1012,"1H-indene; ethenylbenzene; tricyclo[5.2.1.0²,⁶]deca-3,8-diene",IUPAC Name,68477-54-3,ClassDataset_original,C1=CC2C3C=CC(C3)C2C1.C1=Cc2ccccc2C1.C=Cc1ccccc1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1013,Acenaphthylene,IUPAC Name,208-96-8,ClassDataset_original,C1=Cc2cccc3cccc1c23,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1014,1H-indene,IUPAC Name,95-13-6,ClassDataset_original,C1=Cc2ccccc2C1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1015,"1H-indene; 2,3-dihydro-1H-indene; naphthalene",IUPAC Name,65996-87-4,ClassDataset_original,C1=Cc2ccccc2C1.c1ccc2c(c1)CCC2.c1ccc2ccccc2c1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1016,1H-indene; naphthalene; phenol,IUPAC Name,65996-79-4,ClassDataset_original,C1=Cc2ccccc2C1.Oc1ccccc1.c1ccc2ccccc2c1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1017,Dichlorobis(η-cyclopentadienyl)titanium,,1271-19-8,ClassDataset_original,C1=CCC([Ti+2]C2=CC=CC2)=C1.[Cl-].[Cl-],0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1018,"1H-Indene, 3a,4,7,7a-tetrahydro-",IUPAC Name,3048-65-5,ClassDataset_original,C1=CCC2CC=CC2C1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1019,cyclopentene,IUPAC Name,142-29-0,ClassDataset_original,C1=CCCC1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1020,"(3E)-penta-1,3-diene; (3Z)-penta-1,3-diene; cyclopentene",IUPAC Name,68477-35-0,ClassDataset_original,C1=CCCC1.C=C/C=C/C.C=C/C=C\C,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1021,cyclohexene,IUPAC Name,110-83-8,ClassDataset_original,C1=CCCCC1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1022,1H-imidazole,IUPAC Name,288-32-4,ClassDataset_original,c1c[nH]cn1,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,6.8,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,1.2667100108922351e-23,3.1818316890175697e-16,7.992399846990473e-09,0.2007600073085469,0.7992399846990529
1023,"Tricyclo[3.3.1.13,7]decane",IUPAC Name,281-23-2,ClassDataset_original,C1C2CC3CC1CC(C2)C3,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1024,"2,2'-[cyclohexane-1,1-diylbis(4,1-phenyleneoxymethylene)]dioxirane",IUPAC Name,13446-84-9,ClassDataset_original,c1cc(C2(c3ccc(OCC4CO4)cc3)CCCCC2)ccc1OCC1CO1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1025,"2-Oxiranemethanamine, N,N'-(methylenedi-4,1-phenylene)bis[N-(2-oxiranylmethyl)-",IUPAC Name,28768-32-3,ClassDataset_original,c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1,0,10.0,10.0,10.0,10.0,0.0,0.0,5.6,5.6,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,3.9179915688537097e-19,9.841549860572604e-12,0.0002472085555979,0.0155978053772882,0.984154986057272
1026,4-(piperidin-4-yl)morpholine,,53617-35-9,ClassDataset_original,C1CC(N2CCOCC2)CCN1,0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.3,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,1.5809170461474402e-15,3.971084077559975e-08,0.9974912212806676,0.0025055846642848,3.1543442052699386e-06
1027,2-[({6-[(oxiran-2-yl)methoxy]naphthalen-1-yl}oxy)methyl]oxirane,IUPAC Name,27610-48-6,ClassDataset_original,c1cc(OCC2CO2)c2ccc(OCC3CO3)cc2c1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1028,2-({3-[(oxiran-2-yl)methoxy]phenoxy}methyl)oxirane,IUPAC Name,101-90-6,ClassDataset_original,c1cc(OCC2CO2)cc(OCC2CO2)c1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1029,"Spiro[piperidine-1,1'-pyrrolidinium] bifluoride",,1803551-73-6,ClassDataset_original,C1CC[N+]2(CC1)CCCC2.F[H-]F,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1030,acenaphthene,IUPAC Name,83-32-9,ClassDataset_original,c1cc2c3c(cccc3c1)CC2,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1031,"spiro[oxolane-2,8'-tricyclo[5.2.1.0²,⁶]decane]",IUPAC Name,68480-11-5,ClassDataset_original,C1CC2C3CC(C2C1)C1(CCCO1)C3,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1032,"(1R,2S,6R,7S)-tricyclo[5.2.1.0²,⁶]decane",IUPAC Name,2825-82-3,ClassDataset_original,C1CC2C3CCC(C3)C2C1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1033,"7-Oxabicyclo[4.1.0]heptane, 3-(2-oxiranyl)-",IUPAC Name,106-87-6,ClassDataset_original,C1CC2OC2CC1C1CO1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1034,"octaphenyl-1,3,5,7,2,4,6,8-tetraoxatetrasilocane",IUPAC Name,546-56-5,ClassDataset_original,c1ccc([Si]2(c3ccccc3)O[Si](c3ccccc3)(c3ccccc3)O[Si](c3ccccc3)(c3ccccc3)O[Si](c3ccccc3)(c3ccccc3)O2)cc1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1035,"Stannane, tetraphenyl-",IUPAC Name,595-90-4,ClassDataset_original,c1ccc([Sn](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1036,"N-(biphenyl-4-yl)-N-[2-(9,9-diphenyl-9H-fluoren-4-yl)phenyl]-9,9-dimethyl-9H-fluoren-2-amine",IUPAC Name,1792219-00-1,ClassDataset_original,c1ccc(-c2ccc(N(c3ccc4c(c3)C(c3ccccc3)(c3ccccc3)c3ccccc3-4)c3ccccc3-c3cccc4c3-c3ccccc3C4(c3ccccc3)c3ccccc3)cc2)cc1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1037,phenylbenzene,IUPAC Name,92-52-4,ClassDataset_original,c1ccc(-c2ccccc2)cc1,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1038,2-phenyloxirane,IUPAC Name,96-09-3,ClassDataset_original,c1ccc(C2CO2)cc1,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
1039,2-phenyl-1H-imidazole,IUPAC Name,670-96-2,ClassDataset_original,c1ccc(-c2ncc[nH]2)cc1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,6.7,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,1.0495188603641568e-23,2.636272184962133e-16,6.622016331172522e-09,0.1663375297150717,0.8336624636629117
1040,"3-[4-(5,6-diphenyl-1,2,4-triazin-3-yl)phenyl]-5,6-diphenyl-1,2,4-triazine",IUPAC Name,55514-22-2,ClassDataset_original,c1ccc(-c2nnc(-c3ccc(-c4nnc(-c5ccccc5)c(-c5ccccc5)n4)cc3)nc2-c2ccccc2)cc1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
